id,literal_id,printed_id,play_agricola_card_id,name_ja,name_en,min_players_number,prerequisite,cost,description,note,is_official_ja,victory_point,special_victory_point,has_arrow,has_bonus_point_icon,has_negative_bonus_icon,has_pan_icon,has_bread_icon,has_farm_planner_icon,has_actions_booster_icon,has_points_provider_icon,has_goods_provider_icon,has_food_provider_icon,has_crop_provider_icon,has_building_resource_provider_icon,has_livestock_provider_icon,has_cut_peat_icon,has_fell_trees_icon,has_slash_and_burn_icon,has_hiring_fare_icon,card_special_color_id,card_type_id,deck_id,revision_id
101040,40,40,1412,小牧場,Mini Pasture,,,食料2,このカードを出したらすぐ1スペースを柵で囲んで牧場にする。（柵のコストの木材は不要。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101041,41,41,1483,石臼,Millstone,,,石材1,パンを焼いて小麦を食料にするたびに、追加で食料2を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101042,42,42,1663,親切な隣人,Helpful Neighbors,,,木材1/レンガ1,このカードを出したらすぐ、石材1か葦1を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101043,43,43,1393,果物の木,Fruit Tree,,職業3,,ラウンド8〜14のうちまだ始まっていないラウンドのスペースに、それぞれ食料1を置く。これらのラウンドのはじめにその食料を得る。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101044,44,44,1586,離れのトイレ,Outhouse,,以下の条件,木材1レンガ1,得点になるが効果はない。ほかの人の中に職業2つ未満の人がいるときにのみ建てられる。（自分の職業はいくつでもよい）,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101045,45,45,1394,個人の森,Private Forest,,,食料2,これ以降の偶数ラウンドのスペースに、それぞれ木材1を置く。これらのラウンドのはじめにその木材を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101046,46,46,1466,荷車,Sack Cart,,職業2,木材2,"ラウンド5, 8, 11, 14のうちまだ始まっていないラウンドのスペースに、それぞれ小麦1を置く。これらのラウンドのはじめにその小麦を得る。",,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101047,47,47,1416,レタス畑,Lettuce Patch,,職業3,,このカードの上に種まきのとき畑と同じように野菜を植えられる。ここから収穫してすぐに食料にすると食料4になる。（このカードを得点計算で畑に含めない）,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101048,48,48,1406,葦の池,Reed Pond,,職業3,,これ以降の3ラウンドのスペースにそれぞれ葦1を置く。これらのラウンドのはじめにその葦を得る。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101049,49,49,1403,書き机,Writing Desk,,職業2,木材1,「職業」のアクションで、2つの職業を続けて出せる。2枚目の職業を出すには、1枚目のコストに加えてさらに食料2を支払うこと。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101050,50,50,1462,へら,Builder’s Trowel,,,木材1,「改築」のアクションなしに、木の家をいつでもレンガの家に改築できる。（ただし資材は支払うこと）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101051,51,51,1600,糸巻き棒,Spindle,,,木材1,収穫で畑フェイズのたび羊を3匹持っていれば食料1、5匹持っていれば食料2を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101052,52,52,1585,厩,Stable,,,木材1,このカードを出したらすぐ厩を1つ無料で建てる。（このカードのコストは払わなければならない。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101053,53,53,1590,攪乳器,Butter Churn,,,木材2,収穫で畑フェイズのたびに羊がいれば羊3匹につき食料1を得る。同じく牛がいれば牛2匹につき食料1を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101054,54,54,1355,石切り場,Quarry,,職業4,,「日雇い労働者」のアクションのたびに、追加で石材3を得る。,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101055,55,55,1460,石の家増築,Stone House Extension,,,石材3葦1,このカードを出したらすぐ、石の家が1スペース増築される。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101056,56,56,1461,石ばさみ,Stone Tongs,,,木材1,ラウンド5-7か、ラウンド10-11で登場する「石材」のアクションのたびに、石材をもう1つ得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101057,57,57,1468,ハト小屋,Dovecote,,,石材2,ラウンド10-14のうちまだ始まっていないラウンドのスペースに、それぞれ食料1を置く。これらのラウンドのはじめにその食料を得る。,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101058,58,58,1520,家畜庭,Animal Yard,,職業1,木材2,このカードの上に好きな動物を2頭置ける。種類が異なっていてもよい。（このカードは得点計算で牧場に含めない）,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101059,59,59,1588,水飲み場,Drinking Trough,,,木材2,厩の有無に関わらず、自分の牧場は全て家畜が2頭多く入るようになる。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101060,60,60,1668,家畜市場,Cattle Market,,,羊1,このカードを出したらすぐ牛1を得る。つまり、羊1を牛1に替える。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101061,61,61,1354,鋤車,Riding Plough,,職業3,木材4,ゲーム中2回、「畑1を耕す」か「畑1を耕して種をまく」のアクションで、耕せる畑が1つから3つになる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101062,62,62,1388,折り返し鋤,Turnwrest Plow,,職業2,木材3,ゲーム中1回、「畑を耕す」か「畑を耕して種をまく」のアクションで、耕せる畑を3つまで耕せる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1
101063,63,63,1384,突き鋤,Moldboard Plow,,職業1,木材2,ゲーム中に2回、「畑1を耕す」のアクションで耕せる畑が1つから2つになる。「畑1を耕して種をまく」のアクションでは使えない。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101064,64,64,1673,喜捨,Alms,,職業なし,,このカードを出した時点で、すでに終わっているラウンド数だけ食料を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101065,65,65,1581,パン焼き部屋,Baker’s Kitchen,,暖炉1枚を返す,石材2,「パンを焼く」のアクションのたびに小麦2つまでをそれぞれ食料5にできる。このカードを出してすぐに追加で「パンを焼く」のアクションができる。,,1,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101066,66,66,1397,村の井戸,Village Well,,井戸を返す,,これ以降の3ラウンドにそれぞれ食料1を置く。これらのラウンドのはじめにその食料を得る。,,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101067,67,67,1603,脱穀そり,Threshing Board,,職業2,木材2,「畑1を耕す」か「畑1を耕して種をまく」のアクションのたびに追加で「パンを焼く」のアクションが行える。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101068,68,68,1518,馬鍬,Harrow,,,木材2,ゲーム中に1回だけ、「畑1を耕す」か「畑1を耕して種をまく」のアクションで耕せる畑が1つから2つになる。ほかの人もゲーム中に1回だけ、手番にあなたに食料2を払って同じことができる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101069,69,69,1533,イチゴ花壇,Strawberry Patch,,野菜畑2,,これ以降の3ラウンドのスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101070,70,70,1390,地固め機,Punner,,,木材1,ほかの人が馬鍬か鋤類を使うたびに、すぐに畑1を耕せる。（自分で馬鍬や鋤類を使っても効果なし）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101071,71,71,1676,別荘,Holiday House,,,（木材3/レンガ3）・葦2,ラウンド14で家族（ゲストを含む）を一切出さない（つまり収穫が2回連続する）。このカードはラウンド13までに出すこと。（このカードを出したらラウンド14の家族の投入は強制的にパスになる）,,1,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101072,72,72,1402,ガチョウ池,Goose Pond,,職業3,,これ以降の4ラウンドのスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101073,73,73,1528,ゲスト,Guest,,,食料2,このカードを出したらゲストトークンを取り、次のラウンドに家族として1回だけ投入できる。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101074,74,74,1395,小麦車,Grain Cart,,職業2,木材2,「小麦1を取る」のアクションのたびに、追加で小麦2を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101075,75,75,1591,手挽き臼,Hand Mill,,,石材1,収穫で食料供給フェイズのたびに小麦1を食料2にするか、小麦2を食料4にできる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101076,76,76,1529,くまで,Rake,,,木材1,ゲーム終了時に畑が5つ以上あればボーナス2点を得る。馬鍬・鋤類・くびき・地固め機のいずれかを出していれば畑が6つ必要。,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101077,77,77,1525,牧人の杖,Shepherd’s Crook,,,木材1,4スペース以上の牧場を新たに囲むたびに、その牧場に羊2頭を置く。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101078,78,78,1601,雑木林,Copse,,職業1,木材2,「種をまく」のアクションのたびに、このカードの上に木材を植えることができる。最大2つまで植えることができる。木材は畑の小麦のように扱い、畑フェイズで収穫する。（このカードは得点計算で畑に数えない）,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101079,79,79,1360,木材荷車,Wood Cart,,職業3,木材3,アクションで累積スペースから木材を取るたびに、追加で木材2を得る。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101080,80,80,1385,林,Spinney,,職業3,木材1,ほかの人が「木材3」のアクションを行うたびに、その中から1つをもらう。（5人プレイの「木材4」ではもらえない）,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101081,81,81,1348,木の家増築,Wooden Hut Extension,,,木材5葦1,このカードを出したらすぐに無料で木の家が1部屋増える。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101082,82,82,1481,木のクレーン,Wooden Crane,,,木材3,ラウンド5-7とラウンド10-11で登場する「石材1」のアクションのたびに、追加で石材1を得る。そのとき食料1を払えば追加分が石材1から石材2になる。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101083,83,83,1524,林道,Wooden Path,,,木材1,あなたが最も価値の高い道を持っている人であれば得点計算でボーナス2点を得る。（石材5の「舗装道路」は「レンガ道」より価値が高く、レンガ3の「レンガ道」は林道より価値が高い）,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101084,84,84,1396,鶏小屋,Chicken Coop,,,（木材2/レンガ2）・葦1,これ以降の8ラウンドのスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101085,85,85,1464,調理コーナー,Cooking Corner,,調理場を返す,,"以下の品をいつでも食料にできる:
野菜1→食料4 羊1→食料2 猪1→食料3 牛1→食料4
「パンを焼く」のアクションでは、小麦を以下の数の食料にできる:
小麦1→食料3",,1,3,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101086,86,86,1664,乾燥小屋,Corn Storehouse,,,（木材2/レンガ2）・葦2,畑フェイズの後で空いている畑があれば、すぐに小麦を植えられる。ただし置く小麦は1つ少なくなる。（畑フェイズは収穫で行われる）,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101087,87,87,1471,かめ,Flagon,,,レンガ1,誰か（自分を含む）が井戸を作るか村の井戸に改良するたびに、ほかの人は食料1、自分は食料4を得る。（すでに井戸がある場合はカードを出したときに得る）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101088,88,88,1386,投げ縄,Lasso,,,葦1,家族を続けて2人置ける。ただしそのうち少なくとも1人は「猪1」「牛1」「羊1」のいずれかに置くこと。（5人プレイ時の「羊1とを得るか、猪1と…」のアクションを除く）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101089,89,89,1474,レンガ道,Clay Path,,,レンガ3,あなたが最も価値の高い道を持っている人であれば得点計算でボーナス2点を得る。（石材5の「舗装道路」は「レンガ道」より価値が高く、レンガ道は木材1の「林道」より価値が高い）,,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101090,90,90,1414,プランター,Planter Box,,職業2,,家と接する畑に種をまくたびに、その畑に追加で小麦2か野菜1が置かれる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101091,91,91,1357,はしご,Ladder,,,木材2,増築や改築、水車・木骨の小屋・鶏小屋・別荘・ヴィラ・乾燥小屋を作るたびに、コストの葦を1つ減らせる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101092,92,92,1594,堆肥,Manure,,家畜2,,収穫しないラウンドの最後でも、全ての畑から小麦1か野菜1を取ることができる。（収穫する場合は全ての畑から収穫しなければならない）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101093,93,93,1669,酪農場,Milking Shed,,,石材3レンガ2,収穫で畑フェイズのたびに、はじめに全員の農場にいる全ての羊と牛を数える。羊5頭、牛3頭につきそれぞれ食料1を得る。（羊と牛の数は全部合計する）,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101094,94,94,1592,舗装道路,Paved Road,,,石材5,あなたが最も価値の高い道を持っている人であれば得点計算でボーナス2点を得る。（「舗装道路」はレンガ3の「レンガ道」より価値が高く、レンガ道は木材1の「林道」より価値が高い）,,0,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101095,95,95,1358,梁,Fish Trap,,,木材1,「漁」か葦を取るアクションのたびに追加で食料1を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101096,96,96,1523,葦の交換,Reed Exchange,,,木材2/レンガ2,このカードを出したらすぐに葦2を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101097,97,97,1597,畜殺場,Slaughterhouse,,,レンガ2・石材2,ほかの人が家畜を1頭以上、食料にするたびにストックから食料1を得る。食料供給フェイズでは手番が最後になる。（自分で畜殺したときは効果なし）,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101098,98,98,1583,火酒製造所,Schnaps Distillery,,,石材2野菜1,収穫で食料供給フェイズのたびに野菜最大1を食料4にできる。ゲーム終了時に5つ目と6つ目の野菜1つにつき、それぞれボーナス1点を得る。,,1,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
101099,99,99,1517,わら小屋,Straw-thatched Roof,,小麦畑3,,増築や改築を行う時に、葦がもう不要になる。,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1
